,College Name,Choice Code :,Course Name :,GOPEN,GSC,GNTB,GOBC,LOPEN,LST,LOBC,EWS,GST,GNTA,LSC,GNTC,LNTA,PWD-O,LNTC,LNTD,DEF-O,LNTB,GNTD,MI,PWDR-SC,PWDR-OBC,DEFR-OBC
1021,"5177 Matoshri College of Engineering and Research Centre, Eklahare, Nashik (Un-Aided)",517737210,Electronics and Telecommunication Engg,77.26,,,76.94,85.06,,,75.83,76.06,,66.63,67.77,70.50,,,,,,,,,,
1022,"5177 Matoshri College of Engineering and Research Centre, Eklahare, Nashik (Un-Aided)",517761210,Mechanical Engineering,70.67,69.88,,66.86,,,,61.50,,,,,,,,,,,,,,,
1023,"5177 Matoshri College of Engineering and Research Centre, Eklahare, Nashik (Un-Aided)",517799510,Artificial Intelligence and Data Science,80.38,,79.37,80.00,,,79.54,79.19,,,74.23,,,,,,,,,,,,
1024,"5179 Vishwabharati Academy's College of Engineering, Ahmednagar (Un-Aided)",517919110,Civil Engineering,72.61,61.26,65.26,58.18,67.53,,,73.32,,,66.06,71.74,,,,,,,,,,,
1025,"5179 Vishwabharati Academy's College of Engineering, Ahmednagar (Un-Aided)",517924510,Computer Engineering,80.69,77.37,,80.50,84.51,,80.00,79.43,,,,,,,,,,,79.54,,,,
1026,"5179 Vishwabharati Academy's College of Engineering, Ahmednagar (Un-Aided)",517961210,Mechanical Engineering,76.92,64.10,,68.26,70.12,,,68.36,,,,70.36,,,,,,,,,,,
1027,"5179 Vishwabharati Academy's College of Engineering, Ahmednagar (Un-Aided)",517962510,Mechanical Engineering[Sandwich],52.44,,,,63.29,,,,,,,,,,,,,,,,,,
1028,"5181 Gokhale Education Society's, R.H. Sapat College of Engineering, Management Studies and Research, Nashik (Un-Aided)",518119110,Civil Engineering,75.32,60.00,67.84,71.37,77.25,76.11,75.00,67.68,69.79,69.58,,71.68,,,69.37,,,,73.89,,,,
1029,"5181 Gokhale Education Society's, R.H. Sapat College of Engineering, Management Studies and Research, Nashik (Un-Aided)",518124510,Computer Engineering,85.09,76.17,84.00,84.69,86.06,75.71,84.86,85.54,77.81,,83.13,78.74,,,,,80.97,,84.00,,,,
1030,"5181 Gokhale Education Society's, R.H. Sapat College of Engineering, Management Studies and Research, Nashik (Un-Aided)",518129310,Electrical Engineering,77.67,72.12,72.44,77.00,79.89,71.78,79.56,77.83,67.11,77.39,70.33,75.50,,76.06,,,,,77.50,,,,
1031,"5181 Gokhale Education Society's, R.H. Sapat College of Engineering, Management Studies and Research, Nashik (Un-Aided)",518137210,Electronics and Telecommunication Engg,78.19,72.06,,77.69,79.75,75.00,78.35,80.91,72.82,75.50,73.49,76.00,,,,,77.71,,,,,,
